uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
PA,SEPTICEMIA,HOSPITAL,"< 9",F,50
PA,SEPTICEMIA,HOSPITAL,"< 9",M,66
PA,SEPTICEMIA,OUTRO,"< 9",F,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PA,SRAG,HOSPITAL,"< 9",F,2
PA,SRAG,HOSPITAL,"< 9",M,1
PB,OUTRAS,DOMICILIO,"< 9",F,14
PB,OUTRAS,DOMICILIO,"< 9",M,4
PB,OUTRAS,HOSPITAL,"< 9",F,71
PB,OUTRAS,HOSPITAL,"< 9",M,101
PB,OUTRAS,OUTRO,"< 9",F,3
PB,OUTRAS,OUTRO,"< 9",M,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
PB,OUTRAS,VIA_PUBLICA,"< 9",M,1
PB,INDETERMINADA,DOMICILIO,"< 9",F,2
PB,INDETERMINADA,HOSPITAL,"< 9",F,1
PB,INDETERMINADA,HOSPITAL,"< 9",M,2
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,10
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,12
PB,PNEUMONIA,DOMICILIO,"< 9",F,2
PB,PNEUMONIA,DOMICILIO,"< 9",M,1
PB,PNEUMONIA,HOSPITAL,"< 9",F,28
PB,PNEUMONIA,HOSPITAL,"< 9",M,29
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PB,SEPTICEMIA,HOSPITAL,"< 9",F,54
PB,SEPTICEMIA,HOSPITAL,"< 9",M,52
PB,SEPTICEMIA,IGNORADO,"< 9",F,1
PB,SEPTICEMIA,OUTRO,"< 9",F,1
PB,SRAG,HOSPITAL,"< 9",M,3
PB,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PE,OUTRAS,DOMICILIO,"< 9",F,9
PE,OUTRAS,DOMICILIO,"< 9",M,11
PE,OUTRAS,HOSPITAL,"< 9",F,313
PE,OUTRAS,HOSPITAL,"< 9",I,11
PE,OUTRAS,HOSPITAL,"< 9",M,371
PE,OUTRAS,IGNORADO,"< 9",F,1
PE,OUTRAS,IGNORADO,"< 9",M,3
PE,OUTRAS,OUTRO,"< 9",F,8
PE,OUTRAS,OUTRO,"< 9",I,1
PE,OUTRAS,OUTRO,"< 9",M,7
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,10
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,8
PE,OUTRAS,VIA_PUBLICA,"< 9",F,5
PE,OUTRAS,VIA_PUBLICA,"< 9",M,3
PE,COVID,HOSPITAL,"< 9",M,2
PE,INDETERMINADA,DOMICILIO,"< 9",M,2
PE,INDETERMINADA,HOSPITAL,"< 9",F,4
PE,INDETERMINADA,HOSPITAL,"< 9",M,4
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,40
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,38
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",M,1
PE,PNEUMONIA,DOMICILIO,"< 9",F,3
PE,PNEUMONIA,DOMICILIO,"< 9",M,5
PE,PNEUMONIA,HOSPITAL,"< 9",F,42
PE,PNEUMONIA,HOSPITAL,"< 9",M,36
PE,PNEUMONIA,IGNORADO,"< 9",F,1
PE,PNEUMONIA,IGNORADO,"< 9",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PE,SEPTICEMIA,DOMICILIO,"< 9",F,1
PE,SEPTICEMIA,HOSPITAL,"< 9",F,96
PE,SEPTICEMIA,HOSPITAL,"< 9",M,110
PE,SEPTICEMIA,IGNORADO,"< 9",F,1
PE,SEPTICEMIA,OUTRO,"< 9",M,1
PE,SEPTICEMIA,VIA_PUBLICA,"< 9",F,1
PE,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
PE,SRAG,HOSPITAL,"< 9",F,6
PE,SRAG,HOSPITAL,"< 9",M,2
PI,OUTRAS,AMBULANCIA,"< 9",F,1
PI,OUTRAS,DOMICILIO,"< 9",F,3
PI,OUTRAS,DOMICILIO,"< 9",M,3
PI,OUTRAS,HOSPITAL,"< 9",F,30
PI,OUTRAS,HOSPITAL,"< 9",M,21
PI,OUTRAS,OUTRO,"< 9",F,1
PI,OUTRAS,OUTRO,"< 9",M,3
PI,OUTRAS,VIA_PUBLICA,"< 9",F,1
PI,COVID,HOSPITAL,"< 9",M,1
PI,INDETERMINADA,DOMICILIO,"< 9",F,1
PI,INDETERMINADA,HOSPITAL,"< 9",F,1
PI,INDETERMINADA,HOSPITAL,"< 9",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,15
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,9
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
PI,PNEUMONIA,AMBULANCIA,"< 9",M,1
PI,PNEUMONIA,DOMICILIO,"< 9",M,1
PI,PNEUMONIA,HOSPITAL,"< 9",F,9
PI,PNEUMONIA,HOSPITAL,"< 9",M,9
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PI,SEPTICEMIA,HOSPITAL,"< 9",F,15
PI,SEPTICEMIA,HOSPITAL,"< 9",M,15
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PI,SRAG,HOSPITAL,"< 9",F,1
PR,OUTRAS,DOMICILIO,"< 9",F,11
PR,OUTRAS,DOMICILIO,"< 9",M,13
PR,OUTRAS,HOSPITAL,"< 9",F,182
PR,OUTRAS,HOSPITAL,"< 9",I,2
PR,OUTRAS,HOSPITAL,"< 9",M,229
PR,OUTRAS,OUTRO,"< 9",F,2
PR,OUTRAS,OUTRO,"< 9",M,4
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,12
PR,OUTRAS,VIA_PUBLICA,"< 9",F,2
PR,OUTRAS,VIA_PUBLICA,"< 9",M,1
PR,COVID,HOSPITAL,"< 9",M,3
PR,INDETERMINADA,OUTRO,"< 9",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,28
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,54
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PR,PNEUMONIA,DOMICILIO,"< 9",F,1
PR,PNEUMONIA,HOSPITAL,"< 9",F,33
PR,PNEUMONIA,HOSPITAL,"< 9",M,32
PR,PNEUMONIA,OUTRO,"< 9",F,1
PR,PNEUMONIA,OUTRO,"< 9",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
PR,SEPTICEMIA,DOMICILIO,"< 9",M,1
PR,SEPTICEMIA,HOSPITAL,"< 9",F,75
PR,SEPTICEMIA,HOSPITAL,"< 9",M,87
PR,SRAG,HOSPITAL,"< 9",F,2
PR,SRAG,HOSPITAL,"< 9",M,2
PR,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,2
RJ,OUTRAS,DOMICILIO,"< 9",F,5
RJ,OUTRAS,DOMICILIO,"< 9",M,13
RJ,OUTRAS,HOSPITAL,"< 9",F,473
RJ,OUTRAS,HOSPITAL,"< 9",I,7
RJ,OUTRAS,HOSPITAL,"< 9",M,561
RJ,OUTRAS,IGNORADO,"< 9",F,1
RJ,OUTRAS,OUTRO,"< 9",F,2
RJ,OUTRAS,OUTRO,"< 9",M,4
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,21
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,27
RJ,OUTRAS,VIA_PUBLICA,"< 9",M,1
RJ,COVID,HOSPITAL,"< 9",F,1
RJ,COVID,HOSPITAL,"< 9",M,2
RJ,INDETERMINADA,HOSPITAL,"< 9",F,2
RJ,INDETERMINADA,HOSPITAL,"< 9",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,31
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,50
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RJ,PNEUMONIA,HOSPITAL,"< 9",F,57
RJ,PNEUMONIA,HOSPITAL,"< 9",M,85
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,4
RJ,SEPTICEMIA,HOSPITAL,"< 9",F,170
RJ,SEPTICEMIA,HOSPITAL,"< 9",M,218
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,3
RJ,SRAG,HOSPITAL,"< 9",F,4
RJ,SRAG,HOSPITAL,"< 9",M,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,2
RN,OUTRAS,DOMICILIO,"< 9",F,2
RN,OUTRAS,DOMICILIO,"< 9",M,1
RN,OUTRAS,HOSPITAL,"< 9",F,47
RN,OUTRAS,HOSPITAL,"< 9",I,1
RN,OUTRAS,HOSPITAL,"< 9",M,48
RN,OUTRAS,IGNORADO,"< 9",F,1
RN,OUTRAS,OUTRO,"< 9",F,1
RN,OUTRAS,OUTRO,"< 9",M,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RN,OUTRAS,VIA_PUBLICA,"< 9",F,1
RN,COVID,HOSPITAL,"< 9",F,1
RN,INDETERMINADA,HOSPITAL,"< 9",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,9
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,5
RN,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
RN,PNEUMONIA,DOMICILIO,"< 9",M,2
RN,PNEUMONIA,HOSPITAL,"< 9",F,8
RN,PNEUMONIA,HOSPITAL,"< 9",M,4
RN,PNEUMONIA,OUTRO,"< 9",F,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RN,PNEUMONIA,VIA_PUBLICA,"< 9",M,1
RN,SEPTICEMIA,DOMICILIO,"< 9",F,1
RN,SEPTICEMIA,HOSPITAL,"< 9",F,29
RN,SEPTICEMIA,HOSPITAL,"< 9",M,29
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
RN,SRAG,HOSPITAL,"< 9",M,1
RO,OUTRAS,DOMICILIO,"< 9",F,2
RO,OUTRAS,HOSPITAL,"< 9",F,17
RO,OUTRAS,HOSPITAL,"< 9",M,26
RO,OUTRAS,IGNORADO,"< 9",F,1
RO,OUTRAS,OUTRO,"< 9",M,1
RO,OUTRAS,VIA_PUBLICA,"< 9",M,1
RO,COVID,HOSPITAL,"< 9",F,2
RO,COVID,HOSPITAL,"< 9",M,1
RO,INDETERMINADA,OUTRO,"< 9",M,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,3
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
RO,PNEUMONIA,HOSPITAL,"< 9",F,6
RO,PNEUMONIA,HOSPITAL,"< 9",M,14
RO,PNEUMONIA,OUTRO,"< 9",F,1
RO,SEPTICEMIA,DOMICILIO,"< 9",M,1
RO,SEPTICEMIA,HOSPITAL,"< 9",F,31
RO,SEPTICEMIA,HOSPITAL,"< 9",M,36
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RR,OUTRAS,DOMICILIO,"< 9",F,1
RR,OUTRAS,DOMICILIO,"< 9",M,2
RR,OUTRAS,HOSPITAL,"< 9",F,7
RR,OUTRAS,HOSPITAL,"< 9",M,17
RR,OUTRAS,OUTRO,"< 9",M,2
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,1
RR,PNEUMONIA,HOSPITAL,"< 9",F,5
RR,PNEUMONIA,HOSPITAL,"< 9",M,6
RR,SEPTICEMIA,HOSPITAL,"< 9",F,14
RR,SEPTICEMIA,HOSPITAL,"< 9",M,13
RS,OUTRAS,DOMICILIO,"< 9",F,4
RS,OUTRAS,DOMICILIO,"< 9",M,10
RS,OUTRAS,HOSPITAL,"< 9",F,168
RS,OUTRAS,HOSPITAL,"< 9",I,5
RS,OUTRAS,HOSPITAL,"< 9",M,192
RS,OUTRAS,IGNORADO,"< 9",F,2
RS,OUTRAS,IGNORADO,"< 9",M,5
RS,OUTRAS,OUTRO,"< 9",M,2
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,6
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,4
RS,OUTRAS,VIA_PUBLICA,"< 9",I,1
RS,OUTRAS,VIA_PUBLICA,"< 9",M,1
RS,COVID,HOSPITAL,"< 9",F,1
RS,COVID,HOSPITAL,"< 9",M,3
RS,INDETERMINADA,HOSPITAL,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,20
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,34
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"< 9",F,1
RS,PNEUMONIA,HOSPITAL,"< 9",F,23
RS,PNEUMONIA,HOSPITAL,"< 9",M,24
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
RS,SEPTICEMIA,HOSPITAL,"< 9",F,80
RS,SEPTICEMIA,HOSPITAL,"< 9",I,1
RS,SEPTICEMIA,HOSPITAL,"< 9",M,105
RS,SEPTICEMIA,VIA_PUBLICA,"< 9",M,1
RS,SRAG,HOSPITAL,"< 9",F,2
RS,SRAG,HOSPITAL,"< 9",M,4
RS,SRAG,OUTRO,"< 9",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SC,OUTRAS,DOMICILIO,"< 9",F,5
SC,OUTRAS,DOMICILIO,"< 9",M,5
SC,OUTRAS,HOSPITAL,"< 9",F,134
SC,OUTRAS,HOSPITAL,"< 9",M,141
SC,OUTRAS,OUTRO,"< 9",F,3
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,2
SC,OUTRAS,VIA_PUBLICA,"< 9",F,1
SC,OUTRAS,VIA_PUBLICA,"< 9",M,1
SC,COVID,HOSPITAL,"< 9",F,1
SC,COVID,HOSPITAL,"< 9",M,1
SC,INDETERMINADA,DOMICILIO,"< 9",M,1
SC,INDETERMINADA,HOSPITAL,"< 9",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,33
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,29
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SC,PNEUMONIA,DOMICILIO,"< 9",M,1
SC,PNEUMONIA,HOSPITAL,"< 9",F,24
SC,PNEUMONIA,HOSPITAL,"< 9",M,27
SC,SEPTICEMIA,HOSPITAL,"< 9",F,72
SC,SEPTICEMIA,HOSPITAL,"< 9",M,74
SC,SRAG,HOSPITAL,"< 9",M,1
SE,OUTRAS,DOMICILIO,"< 9",F,1
SE,OUTRAS,DOMICILIO,"< 9",M,1
SE,OUTRAS,HOSPITAL,"< 9",F,45
SE,OUTRAS,HOSPITAL,"< 9",I,1
SE,OUTRAS,HOSPITAL,"< 9",M,64
SE,OUTRAS,OUTRO,"< 9",F,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,3
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,3
SE,INDETERMINADA,HOSPITAL,"< 9",F,4
SE,INDETERMINADA,HOSPITAL,"< 9",M,4
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,5
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
SE,PNEUMONIA,HOSPITAL,"< 9",F,9
SE,PNEUMONIA,HOSPITAL,"< 9",I,1
SE,PNEUMONIA,HOSPITAL,"< 9",M,9
SE,SEPTICEMIA,HOSPITAL,"< 9",F,25
SE,SEPTICEMIA,HOSPITAL,"< 9",M,30
SE,SEPTICEMIA,IGNORADO,"< 9",F,1
SE,SRAG,HOSPITAL,"< 9",F,1
SE,SRAG,HOSPITAL,"< 9",M,2
SP,OUTRAS,DOMICILIO,"< 9",F,20
SP,OUTRAS,DOMICILIO,"< 9",I,1
SP,OUTRAS,DOMICILIO,"< 9",M,52
SP,OUTRAS,HOSPITAL,"< 9",F,1103
SP,OUTRAS,HOSPITAL,"< 9",I,17
SP,OUTRAS,HOSPITAL,"< 9",M,1349
SP,OUTRAS,IGNORADO,"< 9",F,26
SP,OUTRAS,IGNORADO,"< 9",I,21
SP,OUTRAS,IGNORADO,"< 9",M,43
SP,OUTRAS,OUTRO,"< 9",F,12
SP,OUTRAS,OUTRO,"< 9",M,9
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,26
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",M,32
SP,OUTRAS,VIA_PUBLICA,"< 9",F,10
SP,OUTRAS,VIA_PUBLICA,"< 9",M,6
SP,COVID,HOSPITAL,"< 9",F,5
SP,COVID,HOSPITAL,"< 9",M,8
SP,COVID,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SP,INDETERMINADA,DOMICILIO,"< 9",F,2
SP,INDETERMINADA,DOMICILIO,"< 9",M,1
SP,INDETERMINADA,HOSPITAL,"< 9",F,17
SP,INDETERMINADA,HOSPITAL,"< 9",M,8
SP,INDETERMINADA,IGNORADO,"< 9",M,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"< 9",M,1
SP,INDETERMINADA,VIA_PUBLICA,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",F,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,9
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,158
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",I,1
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,159
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"< 9",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"< 9",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"< 9",M,5
SP,PNEUMONIA,DOMICILIO,"< 9",F,5
SP,PNEUMONIA,DOMICILIO,"< 9",M,7
SP,PNEUMONIA,HOSPITAL,"< 9",F,134
SP,PNEUMONIA,HOSPITAL,"< 9",I,1
SP,PNEUMONIA,HOSPITAL,"< 9",M,165
SP,PNEUMONIA,IGNORADO,"< 9",F,1
SP,PNEUMONIA,OUTRO,"< 9",F,3
SP,PNEUMONIA,OUTRO,"< 9",M,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",F,4
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
SP,SEPTICEMIA,DOMICILIO,"< 9",F,1
SP,SEPTICEMIA,DOMICILIO,"< 9",M,4
SP,SEPTICEMIA,HOSPITAL,"< 9",F,316
SP,SEPTICEMIA,HOSPITAL,"< 9",M,459
SP,SEPTICEMIA,IGNORADO,"< 9",F,2
SP,SEPTICEMIA,IGNORADO,"< 9",M,3
SP,SEPTICEMIA,OUTRO,"< 9",F,1
SP,SEPTICEMIA,OUTRO,"< 9",M,4
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",F,2
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"< 9",M,2
SP,SRAG,HOSPITAL,"< 9",F,14
SP,SRAG,HOSPITAL,"< 9",M,21
TO,OUTRAS,DOMICILIO,"< 9",F,2
TO,OUTRAS,HOSPITAL,"< 9",F,14
TO,OUTRAS,HOSPITAL,"< 9",M,22
TO,OUTRAS,OUTRO,"< 9",F,1
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"< 9",F,2
TO,OUTRAS,VIA_PUBLICA,"< 9",M,1
TO,COVID,HOSPITAL,"< 9",F,1
TO,INDETERMINADA,HOSPITAL,"< 9",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"< 9",M,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",F,6
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"< 9",M,5
TO,PNEUMONIA,DOMICILIO,"< 9",F,2
TO,PNEUMONIA,HOSPITAL,"< 9",F,8
TO,PNEUMONIA,HOSPITAL,"< 9",M,6
TO,SEPTICEMIA,DOMICILIO,"< 9",M,1
TO,SEPTICEMIA,HOSPITAL,"< 9",F,9
TO,SEPTICEMIA,HOSPITAL,"< 9",M,26
AC,OUTRAS,DOMICILIO,"10 - 19",F,3
AC,OUTRAS,DOMICILIO,"10 - 19",M,2
AC,OUTRAS,HOSPITAL,"10 - 19",F,3
AC,OUTRAS,HOSPITAL,"10 - 19",M,3
AC,OUTRAS,OUTRO,"10 - 19",M,5
AC,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
AC,OUTRAS,VIA_PUBLICA,"10 - 19",M,2
AC,INDETERMINADA,VIA_PUBLICA,"10 - 19",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
AC,PNEUMONIA,HOSPITAL,"10 - 19",F,1
AC,PNEUMONIA,HOSPITAL,"10 - 19",M,6
AC,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
AC,SEPTICEMIA,HOSPITAL,"10 - 19",M,2
AL,OUTRAS,DOMICILIO,"10 - 19",F,3
AL,OUTRAS,DOMICILIO,"10 - 19",M,2
AL,OUTRAS,HOSPITAL,"10 - 19",F,12
AL,OUTRAS,HOSPITAL,"10 - 19",M,18
AL,OUTRAS,OUTRO,"10 - 19",M,4
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",F,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AL,OUTRAS,VIA_PUBLICA,"10 - 19",M,8
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,3
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
AL,PNEUMONIA,HOSPITAL,"10 - 19",F,6
AL,PNEUMONIA,HOSPITAL,"10 - 19",M,7
AL,SEPTICEMIA,DOMICILIO,"10 - 19",F,1
AL,SEPTICEMIA,DOMICILIO,"10 - 19",M,1
AL,SEPTICEMIA,HOSPITAL,"10 - 19",F,5
AL,SEPTICEMIA,HOSPITAL,"10 - 19",M,6
AL,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AM,OUTRAS,DOMICILIO,"10 - 19",F,5
AM,OUTRAS,DOMICILIO,"10 - 19",M,7
AM,OUTRAS,HOSPITAL,"10 - 19",F,15
AM,OUTRAS,HOSPITAL,"10 - 19",M,9
AM,OUTRAS,OUTRO,"10 - 19",F,2
AM,OUTRAS,OUTRO,"10 - 19",M,6
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"10 - 19",M,1
AM,OUTRAS,VIA_PUBLICA,"10 - 19",F,1
AM,OUTRAS,VIA_PUBLICA,"10 - 19",M,10
AM,COVID,HOSPITAL,"10 - 19",F,1
AM,COVID,HOSPITAL,"10 - 19",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",F,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,2
AM,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"10 - 19",M,1
AM,PNEUMONIA,HOSPITAL,"10 - 19",F,5
AM,PNEUMONIA,HOSPITAL,"10 - 19",M,8
AM,PNEUMONIA,OUTRO,"10 - 19",M,1
AM,SEPTICEMIA,HOSPITAL,"10 - 19",F,7
AM,SEPTICEMIA,HOSPITAL,"10 - 19",M,5
AM,SEPTICEMIA,OUTRO,"10 - 19",M,1
AM,SRAG,HOSPITAL,"10 - 19",M,1
AP,OUTRAS,DOMICILIO,"10 - 19",M,1
AP,OUTRAS,HOSPITAL,"10 - 19",F,3
AP,OUTRAS,HOSPITAL,"10 - 19",M,2
AP,OUTRAS,VIA_PUBLICA,"10 - 19",M,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"10 - 19",M,1
AP,PNEUMONIA,HOSPITAL,"10 - 19",F,3
AP,PNEUMONIA,HOSPITAL,"10 - 19",M,4
BA,OUTRAS,DOMICILIO,"10 - 19",F,11
BA,OUTRAS,DOMICILIO,"10 - 19",M,15
BA,OUTRAS,HOSPITAL,"10 - 19",F,26
